customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
15672056,710,Jawa Barat,Male,,,217659602.8,3.0,1.0,1.0,245360903.8,1
15584113,823,jawabarat,Female,,4.0,194157484.9,1.0,0.0,1.0,203953791.7,1
15628530,694,jatim,Male,42.0,3.0,243738731.2,2.0,0.0,0.0,138120225.2,0
15779267,584,Jawa Timur,Male,47.0,5.0,0.0,,1.0,,138734823.1,0
15611171,740,Jawa Timur,Male,33.0,1.0,201336195.4,1.0,1.0,1.0,191586596.5,0
15585041,511,Jawa Timur,Male,33.0,7.0,0.0,2.0,0.0,1.0,245991257.5,0
15726494,481,Jawa Timur,Male,44.0,9.0,272389400.7,1.0,1.0,0.0,101776033.5,1
15679663,488,Jawa Timur,Female,36.0,0.0,0.0,2.0,1.0,0.0,212368690.3,0
15679029,718,Jawa Timur,Male,33.0,7.0,159848113.7,1.0,0.0,0.0,183103795.8,0
15595728,523,Jawa Barat,Male,41.0,0.0,185333916.0,1.0,0.0,0.0,190007915.3,1
15689602,698,jawatimur,Male,38.0,2.0,202020280.2,1.0,1.0,1.0,64631609.05,0
15616213,555,Jawa Barat,Female,51.0,9.0,214760454.4,1.0,1.0,0.0,308767760.8,1
15626141,750,Jawa Timur,Female,26.0,1.0,235419532.3,2.0,1.0,1.0,30954766.97,0
15596800,779,Jawa Barat,Male,33.0,1.0,246213282.8,1.0,1.0,1.0,306103969.5,1
15713517,529,Jawa Timur,Male,39.0,6.0,158528609.8,2.0,1.0,0.0,19191246.36,0
15806184,618,Jawa Tengah,Male,33.0,4.0,0.0,2.0,1.0,1.0,120499020.7,0
15572361,790,Jawa Barat,Female,34.0,2.0,254844317.9,1.0,1.0,0.0,309863421.5,0
15812351,710,Jawa Tengah,Female,27.0,2.0,210197599.8,1.0,1.0,0.0,220953437.1,0
15642345,714,jawabarat,Female,49.0,4.0,144597463.7,1.0,1.0,0.0,11764763.67,1
15732430,850,Jawa Tengah,Female,54.0,4.0,187938786.5,1.0,1.0,0.0,104048681.7,0
15730287,679,Jawa Timur,Male,41.0,,229541136.1,3.0,1.0,0.0,268421472.7,1
15718852,794,Jawa Timur,Male,56.0,9.0,150644729.1,1.0,1.0,1.0,111528165.2,0
15622305,746,Jawa Barat,Female,33.0,2.0,167607673.3,2.0,1.0,,227156675.0,0
15634295,470,Jawa Timur,Male,35.0,1.0,149902593.6,1.0,0.0,0.0,9264340.986,0
15685628,670,Jawa Tengah,Male,35.0,2.0,193091098.2,2.0,0.0,1.0,131019702.8,0
15786739,669,jatim,Male,37.0,1.0,195050325.4,1.0,1.0,1.0,252124278.3,0
15633352,628,Jawa Timur,Female,31.0,6.0,272608007.6,1.0,1.0,0.0,175841412.1,1
15762821,721,Jawa Tengah,Male,,5.0,0.0,2.0,0.0,1.0,182771029.8,0
15814331,597,Jawa Barat,Female,43.0,7.0,185102629.9,,1.0,0.0,86718569.89,0
15628298,500,Jawa Tengah,Female,47.0,8.0,199644287.4,1.0,,0.0,278486683.6,0
15713673,494,jatim,Female,33.0,1.0,214198748.5,1.0,0.0,1.0,140269313.6,0
15575002,676,Jawa Timur,Male,29.0,4.0,1130446326.735,1.0,1.0,0.0,56281193.91,0
15568506,524,Jawa Barat,Female,31.0,10.0,540147495.723,2.0,1.0,1.0,251425525.4,0
15694125,669,Jawa Timur,Male,57.0,5.0,0.0,2.0,1.0,1.0,88374693.4,0
15566790,598,jawatimur,Male,28.0,8.0,201983796.5,2.0,0.0,1.0,71539550.93,0
15656829,577,Jawa Tengah,Female,33.0,6.0,0.0,2.0,1.0,0.0,90083957.56,0
15738721,773,Jawa Tengah,Male,41.0,9.0,159775332.8,1.0,0.0,1.0,100369391.4,0
15736717,602,Jawa Timur,Male,31.0,7.0,241264474.9,1.0,1.0,1.0,278827265.4,0
15586974,656,Jawa Timur,Male,39.0,10.0,0.0,2.0,1.0,1.0,153664469.5,0
15783276,725,Jawa Timur,Female,25.0,9.0,0.0,2.0,1.0,1.0,261986078.6,0
15600781,699,jabar,Male,34.0,4.0,287726769.5,2.0,1.0,0.0,187755031.7,0
15570299,584,Jawa Barat,Female,31.0,6.0,237147644.3,1.0,1.0,0.0,154292461.4,0
15795246,628,Jawa Barat,Female,51.0,,242246473.6,2.0,1.0,1.0,110569582.6,0
15659428,520,Jawa Tengah,Female,,6.0,0.0,2.0,1.0,1.0,53467800.8,0
15745433,716,Jawa Barat,Female,30.0,2.0,319730753.4,2.0,0.0,0.0,101720298.0,0
15669262,765,Jawa Timur,Male,43.0,9.0,245442168.6,2.0,0.0,0.0,212256162.7,0
15757661,589,Jawa Timur,Female,,7.0,0.0,2.0,0.0,0.0,149144407.1,0
15680303,594,Jawa Timur,Male,57.0,6.0,0.0,1.0,1.0,0.0,30107686.46,1
15668445,521,,Male,37.0,2.0,0.0,2.0,1.0,1.0,134206914.0,0
15702380,663,Jawa Tengah,Male,64.0,6.0,0.0,2.0,0.0,1.0,24669254.31,0
15589323,636,Jawa Timur,Female,24.0,9.0,0.0,2.0,0.0,1.0,60335949.35,0
15768887,597,Jawa Tengah,Male,26.0,5.0,0.0,2.0,0.0,,147860159.4,0
15724251,682,Jawa Barat,Female,29.0,6.0,156955662.3,1.0,0.0,0.0,,1
15630511,691,Jawa Timur,Female,33.0,6.0,0.0,2.0,1.0,0.0,254942845.6,0
15732281,680,Jawa Barat,Male,34.0,6.0,227513773.9,1.0,1.0,0.0,104328089.6,1
15650488,492,Jawa Timur,Female,,6.0,197729779.2,1.0,1.0,1.0,143175329.9,1
15778696,684,Jawa Tengah,Female,36.0,5.0,270644973.6,1.0,1.0,0.0,186194374.9,0
15706552,533,Jawa Timur,Male,36.0,7.0,132559025.7,1.0,0.0,1.0,243533176.4,0
15767598,540,Jawa Tengah,Male,28.0,8.0,0.0,2.0,0.0,0.0,307016683.4,0
15621520,783,jawabarat,Female,42.0,2.0,217079965.8,1.0,1.0,0.0,3341054.84,0
15656300,411,Jawa Timur,Male,29.0,0.0,92758656.69,2.0,1.0,1.0,83103281.36,0
15757588,526,Jawa Timur,Male,30.0,9.0,0.0,2.0,0.0,0.0,156929107.5,0
15642001,576,Jawa Barat,Male,44.0,9.0,185728912.6,1.0,1.0,0.0,184992650.5,1
15784209,497,Jawa Timur,Male,47.0,6.0,0.0,1.0,1.0,1.0,139929384.4,0
15767794,744,Jawa Timur,Male,31.0,9.0,187574477.8,1.0,1.0,1.0,91615542.39,0
15599195,582,Jawa Barat,Male,32.0,1.0,138194606.5,1.0,1.0,1.0,,0
15728480,452,,Female,35.0,8.0,0.0,2.0,1.0,1.0,232474484.1,0
15631222,485,Jawa Timur,Female,39.0,2.0,117064239.4,1.0,1.0,1.0,109800938.9,0
15669491,850,Jawa Timur,Female,46.0,2.0,245296544.6,1.0,1.0,,29501012.98,0
15671969,649,jawatengah,Male,36.0,8.0,0.0,2.0,1.0,0.0,251203204.8,0
15782899,661,Jawa Tengah,Female,28.0,7.0,148168375.1,1.0,0.0,0.0,158951357.6,0
15724648,725,jatim,Male,26.0,6.0,153337406.0,1.0,0.0,0.0,207777696.1,0
15671769,624,Jawa Timur,Female,71.0,4.0,264541040.3,3.0,1.0,1.0,114484820.5,1
15809847,668,Jawa Timur,Male,46.0,0.0,0.0,2.0,0.0,0.0,45663693.24,0
15803716,706,Jawa Tengah,Male,28.0,3.0,0.0,2.0,0.0,,282086185.3,0
15812191,553,Jawa Timur,Male,33.0,4.0,183479556.1,1.0,0.0,0.0,146743460.0,0
15707144,571,Jawa Barat,Male,25.0,6.0,128200591.7,2.0,1.0,0.0,260583491.9,0
15811032,477,Jawa Barat,Female,58.0,8.0,226834288.4,1.0,1.0,1.0,197334361.51549998,0
15722212,696,Jawa Timur,Female,41.0,8.0,0.0,2.0,0.0,0.0,43937103.99,0
15700749,481,Jawa Timur,Female,39.0,6.0,0.0,1.0,1.0,1.0,38344455.2,0
15750121,639,Jawa Timur,Male,38.0,3.0,0.0,1.0,1.0,0.0,66601106.97,0
15735549,810,Jawa Barat,Male,35.0,,150432244.2,2.0,1.0,1.0,187252448.6,0
15621063,516,Jawa Timur,Female,42.0,8.0,87368579.42,1.0,1.0,0.0,72808151.73,0
15750156,662,Jawa Barat,Male,59.0,2.0,162480486.8,1.0,1.0,0.0,12522919.06,1
15807269,690,Jawa Barat,Male,43.0,2.0,258746426.0,1.0,0.0,0.0,185906156.8,1
15606436,500,Jawa Tengah,Male,38.0,7.0,0.0,2.0,0.0,0.0,298353997.0,0
15603134,656,Jawa Tengah,Female,,10.0,260852970.9,1.0,0.0,1.0,236005307.0,0
15629750,697,Jawa Timur,Male,35.0,5.0,206794423.2,1.0,1.0,0.0,100643423.1,0
15648735,718,Jawa Timur,Male,37.0,8.0,0.0,2.0,1.0,1.0,221901.0342,0
15716164,501,Jawa Timur,Female,41.0,3.0,,1.0,1.0,0.0,267435216.5,0
15707219,844,Jawa Timur,Female,28.0,4.0,0.0,2.0,0.0,1.0,191614549.7,0
15693203,710,Jawa Tengah,Female,75.0,5.0,0.0,2.0,1.0,1.0,75326895.9674,0
15580252,748,Jawa Timur,Male,44.0,4.0,174976866.6,1.0,0.0,1.0,3183077.961,0
15570769,494,Jawa Timur,Male,69.0,9.0,145003725.5,1.0,1.0,1.0,,0
15668775,757,jawatimur,Male,47.0,3.0,203157458.9,1.0,1.0,0.0,223485215.8,0
15812210,497,Jawa Barat,Female,32.0,8.0,173308778.7,4.0,1.0,1.0,14758166.82,1
15794870,744,Jawa Barat,Male,38.0,6.0,113464862.0,2.0,1.0,0.0,122395737.7,0
15672821,591,Jawa Timur,Male,28.0,5.0,0.0,2.0,1.0,1.0,75526404.43,0
15805955,638,Jawa Timur,Female,48.0,10.0,214944628.7,1.0,1.0,1.0,74084801.31,0
15655590,581,Jawa Tengah,Male,46.0,2.0,123350327.0,2.0,0.0,0.0,292883913.6,0
15660768,604,Jawa Timur,Male,40.0,1.0,131010364.4,1.0,,0.0,56262423.76,0
15616365,571,Jawa Timur,Female,53.0,2.0,0.0,2.0,1.0,0.0,43578078.34,0
15607178,850,Jawa Barat,Male,38.0,3.0,85306287.36,1.0,1.0,1.0,217652191.1,0
15756751,596,Jawa Tengah,Female,54.0,0.0,121394176.4,1.0,1.0,1.0,238484815.2,1
15735782,528,jawatimur,Male,31.0,9.0,187954091.6,1.0,1.0,,8420632.264,0
15613772,542,jatim,Male,39.0,3.0,209916063.2,1.0,1.0,1.0,22302646.6,1
15688157,683,jawabarat,Female,39.0,2.0,74094637.0,2.0,1.0,1.0,133658788.4,0
15775912,698,jawatimur,Male,48.0,4.0,157306002.1,2.0,0.0,1.0,276293855.1,1
15773876,655,Jawa Timur,Female,34.0,3.0,0.0,2.0,1.0,0.0,248049913.6,0
15702919,729,Jawa Barat,Male,30.0,6.0,98930818.18,1.0,1.0,0.0,225476948.9,0
15587177,646,Jawa Timur,Male,36.0,6.0,193365937.9,1.0,,0.0,137484044.6,0
15812365,850,Jawa Timur,Male,40.0,8.0,159733706.0,1.0,1.0,0.0,94490218.16,0
15668889,665,Jawa Barat,Female,43.0,2.0,180743869.6,4.0,1.0,0.0,55378331.26,1
15680430,601,Jawa Barat,Female,49.0,4.0,149559805.4,2.0,1.0,0.0,162007208.8,0
15621440,694,Jawa Timur,Male,38.0,1.0,0.0,2.0,0.0,1.0,243729408.3,0
15590349,732,,Female,36.0,9.0,0.0,1.0,0.0,0.0,5825271.18,1
15761364,679,Jawa Timur,Male,30.0,9.0,0.0,,1.0,0.0,245303971.8,0
15599074,487,Jawa Tengah,Female,40.0,6.0,211465175.1,1.0,0.0,1.0,300521886.7,0
15614168,792,jawabarat,Female,50.0,4.0,227962113.1,1.0,1.0,0.0,25682158.49,1
15644724,472,Jawa Timur,Male,31.0,4.0,91151618.35,2.0,0.0,1.0,113929190.0,0
15789563,706,Jawa Barat,Female,46.0,7.0,172921799.8,1.0,1.0,1.0,1198321821.543,1
15595162,708,Jawa Tengah,Female,35.0,,190452789.5,1.0,,0.0,309219316.5,0
15800793,477,Jawa Barat,Female,39.0,4.0,283559051.3,1.0,1.0,0.0,288747489.4,0
15711288,512,,Male,24.0,6.0,0.0,2.0,1.0,0.0,58508019.96,0
15739123,737,Jawa Barat,Male,50.0,4.0,198194169.4,2.0,1.0,0.0,6565060.42,0
15660524,572,Jawa Barat,Female,,9.0,151314922.8,1.0,1.0,1.0,304194371.3,0
15629002,747,Jawa Barat,Male,36.0,8.0,159427059.6,2.0,1.0,1.0,280765345.1,0
15592999,691,jatim,Female,40.0,0.0,179413349.0,1.0,1.0,1.0,94196623.87,0
15712303,692,Jawa Timur,Male,66.0,4.0,248194807.3,1.0,1.0,1.0,183643111.2,0
15663883,850,Jawa Barat,Male,32.0,9.0,220374141.9,2.0,1.0,1.0,232231963.8,0
15619529,531,Jawa Tengah,Male,27.0,8.0,205999628.8,1.0,0.0,0.0,11223117.55,0
15720559,487,Jawa Barat,Female,61.0,5.0,171492052.4,1.0,0.0,0.0,17689386.1,1
15725036,709,jawatimur,Male,42.0,9.0,184200248.9,1.0,0.0,1.0,119866103.2,0
15610416,745,jatim,Female,36.0,9.0,0.0,1.0,1.0,0.0,30462920.79,1
15680370,492,Jawa Timur,Male,39.0,7.0,0.0,2.0,0.0,1.0,110823461.2,0
15670822,719,Jawa Timur,Female,22.0,7.0,177781620.5,1.0,1.0,1.0,1425880882.217,0
15714750,690,Jawa Timur,Female,42.0,,143849765.5,2.0,0.0,0.0,110026926.5,0
15728474,558,Jawa Barat,Male,,4.0,168179121.7,1.0,1.0,1.0,223413336.1,0
15588419,651,jawabarat,Female,34.0,10.0,231460849.6,1.0,1.0,0.0,103157224.1,1
15790750,592,Jawa Barat,Male,36.0,10.0,191411216.8,1.0,0.0,1.0,227030737.9,0
15568904,608,Jawa Barat,Male,34.0,3.0,165153259.2,1.0,1.0,1.0,56930799.44,0
15595937,430,Jawa Barat,Male,36.0,1.0,215969295.3,2.0,0.0,0.0,190146267.5,0
15706021,665,Jawa Timur,Female,34.0,1.0,150169773.0,2.0,0.0,0.0,,0
15792565,745,Jawa Timur,Female,46.0,7.0,0.0,2.0,1.0,1.0,105302288.2,0
15771942,528,Jawa Barat,Female,46.0,9.0,210629095.6,1.0,1.0,0.0,206884964.3,1
15638149,528,jawatimur,Male,37.0,6.0,161243708.3,1.0,1.0,0.0,306276552.3,0
15719212,491,Jawa Timur,Male,33.0,5.0,129175738.0,1.0,1.0,0.0,292035108.3,0
15794661,674,Jawa Tengah,Male,32.0,2.0,0.0,2.0,1.0,0.0,218434725.9,0
15591433,674,Jawa Barat,Male,43.0,8.0,133563073.1,2.0,1.0,0.0,13607407.73,0
15805704,745,Jawa Timur,Female,32.0,2.0,0.0,4.0,0.0,1.0,279229425.1,1
15686588,777,Jawa Timur,Female,28.0,2.0,209099888.1,1.0,0.0,1.0,183837696.1,0
15809248,524,jatim,Female,36.0,10.0,0.0,2.0,1.0,0.0,170321311.2,0
15637324,657,Jawa Timur,Female,28.0,7.0,0.0,2.0,0.0,1.0,8045089.508,0
15739578,850,Jawa Timur,Male,49.0,6.0,199920541.1,1.0,1.0,0.0,102193653.7,1
15766163,676,jawatimur,Male,38.0,1.0,0.0,2.0,0.0,1.0,55385587.6,0
15693382,828,Jawa Timur,Male,31.0,9.0,0.0,1.0,0.0,1.0,255226386.7,0
15704819,734,Jawa Tengah,Female,39.0,6.0,143147625.3,2.0,0.0,0.0,175540235.2,0
15636912,678,jawatengah,Male,38.0,3.0,193424998.6,1.0,1.0,0.0,196174918.1,0
15794257,651,Jawa Timur,Male,34.0,4.0,142272405.1,1.0,1.0,1.0,192602437.4,0
15600626,710,jawatimur,Male,30.0,6.0,0.0,2.0,1.0,1.0,13970659.77,0
15763256,661,jawabarat,Female,64.0,,200056888.8,2.0,1.0,0.0,294290680.0,1
15707602,539,Jawa Timur,Female,47.0,2.0,197779594.7,2.0,1.0,1.0,259378286.9,1
15798943,646,Jawa Timur,Female,46.0,8.0,0.0,2.0,1.0,0.0,206749968.5,0
15670205,518,jawabarat,Female,41.0,5.0,171891322.0,1.0,1.0,0.0,138799120.2,0
15671209,593,jawabarat,Female,29.0,5.0,158044998.9,3.0,1.0,0.0,209136387.4,0
15766064,559,Jawa Timur,Male,33.0,9.0,172567326.9,2.0,1.0,0.0,171497972.4,0
15789557,817,jawabarat,Female,27.0,,201702306.5,1.0,1.0,1.0,92078503.06,0
15784687,592,Jawa Timur,Male,36.0,1.0,196523144.7,1.0,0.0,0.0,279249686.9,0
15628123,632,Jawa Timur,Female,28.0,5.0,184734918.4,1.0,0.0,1.0,225549356.9,0
15600991,694,Jawa Barat,Male,31.0,6.0,169448095.4,2.0,1.0,1.0,30220136.41,1
15763107,700,Jawa Timur,Female,30.0,9.0,0.0,1.0,1.0,1.0,271874433.7,0
15584288,629,Jawa Timur,Female,33.0,6.0,0.0,2.0,1.0,1.0,91876941.53,0
15749265,427,Jawa Barat,Male,42.0,1.0,117595459.4,1.0,1.0,1.0,88720014.36,0
15800068,801,,Female,46.0,6.0,0.0,2.0,1.0,1.0,264162980.4,0
15776807,654,Jawa Timur,Male,29.0,,0.0,1.0,1.0,0.0,280224351.6,0
15765300,596,Jawa Barat,Male,40.0,5.0,96941322.59,3.0,1.0,0.0,230934058.0,1
15752601,578,Jawa Timur,Female,40.0,7.0,0.0,2.0,0.0,0.0,158852814.3,0
15741728,591,Jawa Tengah,Male,36.0,7.0,210102568.2,1.0,1.0,1.0,189601606.9,0
15736533,730,Jawa Barat,Female,37.0,5.0,192756079.1,1.0,1.0,0.0,184270108.7,0
15784700,811,jatim,Male,31.0,7.0,183038877.2,1.0,1.0,1.0,283373804.9,0
15646594,749,,Male,41.0,5.0,89451770.35,1.0,1.0,1.0,94982359.57,0
15622897,646,Jawa Timur,Female,46.0,4.0,0.0,3.0,1.0,0.0,144895921.4,1
